OID_,Latitude,Longitude,Altitude,Aerosol_Ty,Date,CWA,STATE_ZONE,Elevation,MH_AGL
17155,44.10888769,-110.0160571,3.73,3,2016-07-23,RIW,WY415,2477,1.253
17156,44.11185321,-110.017079,3.73,3,2016-07-23,RIW,WY415,2447,1.283
17157,44.11481938,-110.0181007,3.73,3,2016-07-23,RIW,WY415,2426,1.304
17158,44.11778585,-110.0191224,3.73,3,2016-07-23,RIW,WY415,2424,1.306
17159,44.12075227,-110.0201443,3.73,3,2016-07-23,RIW,WY415,2420,1.31
17160,44.12371827,-110.0211667,3.73,3,2016-07-23,RIW,WY415,2466,1.264
17161,44.12668352,-110.0221897,3.73,3,2016-07-23,RIW,WY415,2553,1.177
17162,44.12964765,-110.0232136,3.73,3,2016-07-23,RIW,WY415,2616,1.114
17163,44.13261032,-110.0242386,3.73,3,2016-07-23,RIW,WY140,2698,1.032
17164,44.13557125,-110.0252648,3.73,3,2016-07-23,RIW,WY140,2833,0.897
17165,44.13853045,-110.0262922,3.73,3,2016-07-23,RIW,WY140,2931,0.799
17166,44.14148802,-110.027321,3.73,3,2016-07-23,RIW,WY140,3050,0.68
17167,44.14444403,-110.0283509,3.73,3,2016-07-23,RIW,WY140,3018,0.712
17168,44.14739859,-110.0293821,3.73,3,2016-07-23,RIW,WY140,3084,0.646
17169,44.15035178,-110.0304144,3.73,3,2016-07-23,RIW,WY140,3078,0.652
17170,44.1533037,-110.0314479,3.73,3,2016-07-23,RIW,WY140,3082,0.648
17171,44.15625442,-110.0324826,3.73,3,2016-07-23,RIW,WY140,3174,0.556
17172,44.15920404,-110.0335185,3.73,3,2016-07-23,RIW,WY140,3106,0.624
17173,44.16215266,-110.0345555,3.73,3,2016-07-23,RIW,WY140,2988,0.742
17174,44.16510035,-110.0355936,3.73,3,2016-07-23,RIW,WY140,2769,0.961
17175,44.16804721,-110.0366328,3.73,3,2016-07-23,RIW,WY140,2641,1.089
17176,44.17099333,-110.037673,3.73,3,2016-07-23,RIW,WY140,2708,1.022
17177,44.17393879,-110.0387144,3.73,3,2016-07-23,RIW,WY140,2979,0.751
17178,44.1768837,-110.0397568,3.73,3,2016-07-23,RIW,WY140,2971,0.759
17179,44.17982812,-110.0408002,3.73,3,2016-07-23,RIW,WY140,3109,0.621
17180,44.18277213,-110.0418443,3.73,3,2016-07-23,RIW,WY140,3149,0.581
17181,44.18571577,-110.0428889,3.73,3,2016-07-23,RIW,WY140,3128,0.602
17182,44.1886591,-110.0439337,3.73,3,2016-07-23,RIW,WY140,2832,0.898
17183,44.19160219,-110.0449784,3.73,3,2016-07-23,RIW,WY140,2692,1.038
17184,44.19454507,-110.0460227,3.73,3,2016-07-23,RIW,WY140,2799,0.931
17185,44.19748781,-110.0470664,3.73,3,2016-07-23,RIW,WY140,3075,0.655
17186,44.20043046,-110.0481092,3.73,3,2016-07-23,RIW,WY140,3151,0.579
17187,44.20337308,-110.0491507,3.73,3,2016-07-23,RIW,WY140,3214,0.516
17188,44.20631572,-110.0501908,3.73,3,2016-07-23,RIW,WY140,3189,0.541
17189,44.20925844,-110.0512291,3.73,3,2016-07-23,RIW,WY140,3146,0.584
17190,44.21220129,-110.0522653,3.73,3,2016-07-23,RIW,WY140,3170,0.56
17191,44.21514433,-110.0532992,3.73,3,2016-07-23,RIW,WY140,3113,0.617
17192,44.21808761,-110.0543305,3.73,3,2016-07-23,RIW,WY140,3027,0.703
17193,44.22103119,-110.0553589,3.73,3,2016-07-23,RIW,WY140,3077,0.653
17194,44.22397512,-110.0563842,3.73,3,2016-07-23,RIW,WY140,2986,0.744
17195,44.22691943,-110.0574069,3.73,3,2016-07-23,RIW,WY140,2720,1.01
17196,44.22986415,-110.0584273,3.73,3,2016-07-23,RIW,WY140,2628,1.102
17197,44.23280931,-110.0594459,3.73,3,2016-07-23,RIW,WY140,2548,1.182
17198,44.23575494,-110.0604631,3.73,3,2016-07-23,RIW,WY140,2489,1.241
17199,44.11472196,-110.0367706,5.26,2,2017-08-11,RIW,WY415,2417,2.843
17200,44.11767952,-110.0378079,5.26,2,2017-08-11,RIW,WY415,2419,2.841
17201,44.12063699,-110.0388437,5.26,2,2017-08-11,RIW,WY415,2430,2.83
17202,44.33971866,-107.0490399,4.9,3,2018-08-16,BYZ,WY284,2745,2.155
17203,44.34268011,-107.0500848,4.9,3,2018-08-16,BYZ,WY284,2778,2.122
17204,44.34564008,-107.0511286,4.9,3,2018-08-16,BYZ,WY284,2825,2.075
17205,44.34859877,-107.0521713,4.9,3,2018-08-16,BYZ,WY284,2863,2.037
17206,44.35155637,-107.0532131,4.9,3,2018-08-16,BYZ,WY284,2833,2.067
17207,44.35451309,-107.0542541,4.9,3,2018-08-16,BYZ,WY284,2884,2.016
17208,44.35746912,-107.0552946,4.9,3,2018-08-16,BYZ,WY284,2940,1.96
17209,44.36042465,-107.0563347,4.9,3,2018-08-16,BYZ,WY284,2998,1.902
17210,44.36337989,-107.0573744,4.9,3,2018-08-16,BYZ,WY284,3059,1.841
17211,44.36633503,-107.0584141,4.9,3,2018-08-16,BYZ,WY284,3105,1.795
17212,44.36929026,-107.0594537,4.9,3,2018-08-16,BYZ,WY284,3197,1.703
17213,44.37224579,-107.0604935,4.9,3,2018-08-16,BYZ,WY284,3244,1.656
17214,44.37520177,-107.0615335,4.9,3,2018-08-16,BYZ,WY284,3216,1.684
17215,44.3781582,-107.0625739,4.9,3,2018-08-16,BYZ,WY284,3175,1.725
17216,44.38111503,-107.0636144,4.9,3,2018-08-16,BYZ,WY284,3147,1.753
17217,44.38407224,-107.0646553,4.9,3,2018-08-16,BYZ,WY284,3081,1.819
17218,44.38702978,-107.0656962,4.9,3,2018-08-16,BYZ,WY284,3007,1.893
17219,44.38998761,-107.0667374,4.9,3,2018-08-16,BYZ,WY284,3007,1.893
17220,44.39294569,-107.0677787,4.9,3,2018-08-16,BYZ,WY284,3013,1.887
17221,44.39590398,-107.0688201,4.9,3,2018-08-16,BYZ,WY284,3025,1.875
17222,44.39886244,-107.0698616,4.9,3,2018-08-16,BYZ,WY284,3002,1.898
17223,44.40182103,-107.0709032,4.9,3,2018-08-16,BYZ,WY284,2960,1.94
17224,44.40477971,-107.0719448,4.9,3,2018-08-16,BYZ,WY284,2906,1.994
17225,44.40773844,-107.0729864,4.9,3,2018-08-16,BYZ,WY284,2867,2.033
17226,44.41069718,-107.0740279,4.9,3,2018-08-16,BYZ,WY284,2867,2.033
17227,44.41365589,-107.0750694,4.9,3,2018-08-16,BYZ,WY284,2909,1.991
17228,44.41661453,-107.0761108,4.9,3,2018-08-16,BYZ,WY284,2945,1.955
17229,44.41957307,-107.0771522,4.9,3,2018-08-16,BYZ,WY284,2959,1.941
17230,44.42253154,-107.0781935,4.9,3,2018-08-16,BYZ,WY284,2964,1.936
17231,44.42548995,-107.079235,4.9,3,2018-08-16,BYZ,WY284,2942,1.958
17232,44.42844835,-107.0802768,4.9,3,2018-08-16,BYZ,WY284,2911,1.989
17233,44.43140677,-107.0813189,4.9,3,2018-08-16,BYZ,WY284,2892,2.008
17234,44.43436522,-107.0823616,4.9,3,2018-08-16,BYZ,WY284,2888,2.012
17235,44.43732376,-107.0834049,4.9,3,2018-08-16,BYZ,WY284,2931,1.969
17236,44.4402824,-107.084449,4.9,3,2018-08-16,BYZ,WY284,2905,1.995
17237,44.44324118,-107.0854939,4.9,3,2018-08-16,BYZ,WY284,2853,2.047
17238,44.44620014,-107.0865399,4.9,3,2018-08-16,BYZ,WY284,2859,2.041
17239,44.44915929,-107.087587,4.9,3,2018-08-16,BYZ,WY284,2873,2.027
17240,44.45211867,-107.0886353,4.9,3,2018-08-16,BYZ,WY284,2734,2.166
17241,44.45507832,-107.0896851,4.9,3,2018-08-16,BYZ,WY284,2692,2.208
17242,44.45803827,-107.0907363,4.9,3,2018-08-16,BYZ,WY284,2685,2.215
17243,44.46099854,-107.0917892,4.9,3,2018-08-16,BYZ,WY284,2699,2.201
17244,44.46395914,-107.0928438,4.9,3,2018-08-16,BYZ,WY284,2767,2.133
17245,44.46692002,-107.0939,4.9,3,2018-08-16,BYZ,WY284,2825,2.075
17246,44.46988109,-107.0949574,4.9,3,2018-08-16,BYZ,WY284,2841,2.059
17247,44.47284226,-107.0960158,4.9,3,2018-08-16,BYZ,WY284,2835,2.065
17248,44.47580344,-107.097075,4.9,3,2018-08-16,BYZ,WY284,2855,2.045
17249,44.47876457,-107.0981348,4.9,3,2018-08-16,BYZ,WY284,2877,2.023
17250,44.48172554,-107.0991949,4.9,3,2018-08-16,BYZ,WY284,2910,1.99
17251,44.48468628,-107.1002551,4.9,3,2018-08-16,BYZ,WY284,2968,1.932
17252,44.4876467,-107.1013152,4.9,3,2018-08-16,BYZ,WY284,2977,1.923
17253,44.49060672,-107.1023748,4.9,3,2018-08-16,BYZ,WY284,3024,1.876
17254,44.49356624,-107.1034338,4.9,3,2018-08-16,BYZ,WY284,3014,1.886
17255,44.4965252,-107.1044918,4.9,3,2018-08-16,BYZ,WY284,3045,1.855
17256,44.4994835,-107.1055488,4.9,3,2018-08-16,BYZ,WY284,3093,1.807
17257,44.50244106,-107.1066044,4.9,3,2018-08-16,BYZ,WY284,3058,1.842
17258,44.5053978,-107.1076584,4.9,3,2018-08-16,BYZ,WY284,2993,1.907
17259,44.50835365,-107.1087106,4.9,3,2018-08-16,BYZ,WY284,2926,1.974
17260,44.51130867,-107.1097611,4.9,3,2018-08-16,BYZ,WY284,2888,2.012
17261,44.51426296,-107.11081,4.9,3,2018-08-16,BYZ,WY284,2912,1.988
17262,44.51721658,-107.1118576,4.9,3,2018-08-16,BYZ,WY284,2884,2.016
17263,42.14522125,-123.3579239,2.44,3,2008-08-17,MFR,OR621,924,1.516
17264,42.14817014,-123.3589011,2.44,3,2008-08-17,MFR,OR620,890,1.55
17265,42.15111914,-123.3598783,2.44,3,2008-08-17,MFR,OR620,862,1.578
17266,42.15406816,-123.3608557,2.44,3,2008-08-17,MFR,OR620,872,1.568
17267,42.15701714,-123.3618334,2.44,3,2008-08-17,MFR,OR620,835,1.605
17268,42.159966,-123.3628114,2.44,3,2008-08-17,MFR,OR620,912,1.528
17269,42.16291466,-123.3637899,2.44,3,2008-08-17,MFR,OR620,906,1.534
17270,42.16586304,-123.364769,2.44,3,2008-08-17,MFR,OR620,936,1.504
17271,42.16881109,-123.3657487,2.44,3,2008-08-17,MFR,OR620,977,1.463
17272,42.17175883,-123.3667289,2.44,3,2008-08-17,MFR,OR620,952,1.488
17273,42.1747063,-123.3677098,2.44,3,2008-08-17,MFR,OR620,949,1.491
17274,42.17765356,-123.3686913,2.44,3,2008-08-17,MFR,OR620,877,1.563
17275,42.18060064,-123.3696733,2.44,3,2008-08-17,MFR,OR620,903,1.537
17276,42.18354759,-123.3706557,2.44,3,2008-08-17,MFR,OR620,779,1.661
17277,42.18649446,-123.3716387,2.44,3,2008-08-17,MFR,OR620,895,1.545
17278,42.18944128,-123.3726222,2.44,3,2008-08-17,MFR,OR620,927,1.513
17279,42.1923881,-123.373606,2.44,3,2008-08-17,MFR,OR620,896,1.544
17280,42.19533497,-123.3745903,2.44,3,2008-08-17,MFR,OR620,1017,1.423
17281,42.19828193,-123.3755749,2.44,3,2008-08-17,MFR,OR620,1145,1.295
17282,42.20122903,-123.3765599,2.44,3,2008-08-17,MFR,OR620,1208,1.232
17283,42.2041763,-123.3775452,2.44,3,2008-08-17,MFR,OR620,1268,1.172
17284,42.2071238,-123.3785308,2.44,3,2008-08-17,MFR,OR620,1262,1.178
17285,42.21007156,-123.3795166,2.44,3,2008-08-17,MFR,OR620,1216,1.224
17286,42.21301961,-123.3805027,2.44,3,2008-08-17,MFR,OR620,1093,1.347
17287,42.21596784,-123.3814891,2.44,3,2008-08-17,MFR,OR620,918,1.522
17288,42.21891613,-123.3824758,2.44,3,2008-08-17,MFR,OR620,1024,1.416
17289,42.22186435,-123.3834629,2.44,3,2008-08-17,MFR,OR620,1059,1.381
17290,42.22481236,-123.3844505,2.44,3,2008-08-17,MFR,OR620,1018,1.422
17291,42.22776005,-123.3854386,2.44,3,2008-08-17,MFR,OR620,1062,1.378
17292,42.23070729,-123.3864273,2.44,3,2008-08-17,MFR,OR620,1031,1.409
17293,42.23365393,-123.3874165,2.44,3,2008-08-17,MFR,OR620,1117,1.323
17294,42.23659987,-123.3884065,2.44,3,2008-08-17,MFR,OR620,1301,1.139
17295,42.23954497,-123.3893972,2.44,3,2008-08-17,MFR,OR620,1482,0.958
17296,42.2424891,-123.3903886,2.44,3,2008-08-17,MFR,OR620,1340,1.1
17297,42.24543214,-123.3913809,2.44,3,2008-08-17,MFR,OR620,1253,1.187
17298,42.24837395,-123.3923741,2.44,3,2008-08-17,MFR,OR620,1166,1.274
17299,42.25131441,-123.3933683,2.44,3,2008-08-17,MFR,OR620,1287,1.153
17300,42.25425339,-123.3943634,2.44,3,2008-08-17,MFR,OR620,1332,1.108
17301,42.25719083,-123.3953596,2.44,3,2008-08-17,MFR,OR620,1173,1.267
17302,42.26012697,-123.3963567,2.44,3,2008-08-17,MFR,OR620,1003,1.437
17303,42.26306209,-123.3973547,2.44,3,2008-08-17,MFR,OR620,1014,1.426
17304,42.2659965,-123.3983533,2.44,3,2008-08-17,MFR,OR620,997,1.443
17305,42.2689305,-123.3993526,2.44,3,2008-08-17,MFR,OR620,931,1.509
17306,42.27186437,-123.4003524,2.44,3,2008-08-17,MFR,OR620,840,1.6
17307,42.27479843,-123.4013526,2.44,3,2008-08-17,MFR,OR620,768,1.672
17308,42.27773297,-123.4023531,2.68,5,2008-08-17,MFR,OR620,899,1.781
17309,42.28066828,-123.4033538,2.68,5,2008-08-17,MFR,OR620,1008,1.672
17310,42.29578962,-123.3130571,1.36,5,2009-09-21,MFR,OR620,1009,0.351
17311,42.29873417,-123.3140361,1.36,5,2009-09-21,MFR,OR620,1008,0.352
17312,42.12303474,-123.2605831,3.1,5,2011-09-11,MFR,OR621,1317,1.783
17313,42.12599783,-123.2615671,3.1,5,2011-09-11,MFR,OR620,1254,1.846
17314,42.12895964,-123.2625509,3.1,5,2011-09-11,MFR,OR620,1126,1.974
17315,42.13191986,-123.2635345,3.1,5,2011-09-11,MFR,OR620,1008,2.092
17316,42.13487828,-123.2645179,3.1,5,2011-09-11,MFR,OR620,919,2.181
17317,42.137835,-123.265501,3.1,5,2011-09-11,MFR,OR620,922,2.178
17318,42.1407902,-123.2664839,3.1,5,2011-09-11,MFR,OR620,950,2.15
17319,42.14374406,-123.2674666,3.1,5,2011-09-11,MFR,OR620,962,2.138
17320,42.14669678,-123.2684492,3.1,5,2011-09-11,MFR,OR620,957,2.143
17321,42.14964853,-123.2694317,3.1,5,2011-09-11,MFR,OR620,865,2.235
17322,42.15259949,-123.2704141,3.1,5,2011-09-11,MFR,OR620,820,2.28
17323,42.15554985,-123.2713964,3.1,5,2011-09-11,MFR,OR620,755,2.345
17324,42.15849979,-123.2723788,3.1,5,2011-09-11,MFR,OR620,728,2.372
17325,42.16144949,-123.2733612,3.1,5,2011-09-11,MFR,OR620,690,2.41
17326,42.16439914,-123.2743436,3.1,5,2011-09-11,MFR,OR620,669,2.431
17327,42.16734892,-123.2753261,3.1,5,2011-09-11,MFR,OR620,647,2.453
17328,42.17029901,-123.2763088,3.1,5,2011-09-11,MFR,OR620,645,2.455
17329,42.1732496,-123.2772916,3.1,5,2011-09-11,MFR,OR620,621,2.479
17330,42.17620087,-123.2782745,3.1,5,2011-09-11,MFR,OR620,571,2.529
17331,42.17915296,-123.2792577,3.1,5,2011-09-11,MFR,OR620,561,2.539
17332,42.18210588,-123.2802411,3.1,5,2011-09-11,MFR,OR620,559,2.541
17333,42.1850596,-123.2812248,3.1,5,2011-09-11,MFR,OR620,531,2.569
17334,42.18801408,-123.2822086,3.1,5,2011-09-11,MFR,OR620,533,2.567
17335,42.19096929,-123.2831927,3.1,5,2011-09-11,MFR,OR620,546,2.554
17336,42.1939252,-123.284177,3.1,5,2011-09-11,MFR,OR620,562,2.538
17337,42.19688177,-123.2851615,3.1,5,2011-09-11,MFR,OR620,512,2.588
17338,42.19983898,-123.2861462,3.1,5,2011-09-11,MFR,OR620,477,2.623
17339,42.20279678,-123.2871311,3.1,5,2011-09-11,MFR,OR620,472,2.628
17340,42.20575515,-123.2881162,3.1,5,2011-09-11,MFR,OR620,447,2.653
17341,42.20871406,-123.2891016,3.1,5,2011-09-11,MFR,OR620,447,2.653
17342,42.21167346,-123.2900871,3.1,5,2011-09-11,MFR,OR620,452,2.648
17343,42.21463333,-123.2910729,3.1,5,2011-09-11,MFR,OR620,456,2.644
17344,42.21759364,-123.2920589,3.1,5,2011-09-11,MFR,OR620,477,2.623
17345,42.22055435,-123.293045,3.1,5,2011-09-11,MFR,OR620,507,2.593
17346,42.22351543,-123.2940314,3.1,5,2011-09-11,MFR,OR620,527,2.573
17347,42.22647683,-123.295018,3.1,5,2011-09-11,MFR,OR620,510,2.59
17348,42.22943851,-123.2960047,3.1,5,2011-09-11,MFR,OR620,512,2.588
17349,42.23240043,-123.2969916,3.1,5,2011-09-11,MFR,OR620,602,2.498
17350,42.23536253,-123.2979787,3.1,5,2011-09-11,MFR,OR620,526,2.574
17351,42.23832478,-123.2989659,3.1,5,2011-09-11,MFR,OR620,538,2.562
17352,42.24128713,-123.2999531,3.1,5,2011-09-11,MFR,OR620,555,2.545
17353,42.24424954,-123.3009405,3.1,5,2011-09-11,MFR,OR620,572,2.528
17354,42.24721195,-123.301928,3.1,5,2011-09-11,MFR,OR620,653,2.447
17355,42.25017433,-123.3029155,3.1,5,2011-09-11,MFR,OR620,736,2.364
17356,42.25313663,-123.3039031,3.1,5,2011-09-11,MFR,OR620,704,2.396
17357,42.25609881,-123.3048908,3.1,5,2011-09-11,MFR,OR620,799,2.301
17358,42.25906081,-123.3058784,3.1,5,2011-09-11,MFR,OR620,813,2.287
17359,42.2620226,-123.3068661,3.1,5,2011-09-11,MFR,OR620,611,2.489
17360,42.26498413,-123.3078537,3.1,5,2011-09-11,MFR,OR620,557,2.543
17361,42.26794537,-123.3088413,3.1,5,2011-09-11,MFR,OR620,677,2.423
17362,42.27090638,-123.3098289,3.1,5,2011-09-11,MFR,OR620,765,2.335
17363,42.27386723,-123.3108165,3.1,5,2011-09-11,MFR,OR620,879,2.221
17364,42.27682798,-123.3118041,3.1,5,2011-09-11,MFR,OR620,982,2.118
17365,42.27978871,-123.3127917,3.1,5,2011-09-11,MFR,OR620,1086,2.014
17366,42.28274948,-123.3137794,3.1,5,2011-09-11,MFR,OR620,1234,1.866
17367,42.28571037,-123.314767,3.1,5,2011-09-11,MFR,OR620,1186,1.914
17368,42.28867144,-123.3157547,3.1,5,2011-09-11,MFR,OR620,1274,1.826
17369,42.29163278,-123.3167424,3.1,5,2011-09-11,MFR,OR620,1204,1.896
17370,42.29459444,-123.3177302,3.1,5,2011-09-11,MFR,OR620,1055,2.045
17371,42.29755649,-123.318718,3.1,5,2011-09-11,MFR,OR620,911,2.189
17372,42.12137404,-123.2771796,2.86,3,2013-08-15,MFR,OR621,1434,1.426
17373,42.12431718,-123.278157,2.86,3,2013-08-15,MFR,OR621,1366,1.494
17374,42.12725979,-123.2791339,2.86,3,2013-08-15,MFR,OR620,1372,1.488
17375,42.13020217,-123.2801105,2.86,3,2013-08-15,MFR,OR620,1420,1.44
17376,42.13314463,-123.2810873,2.86,3,2013-08-15,MFR,OR620,1331,1.529
17377,42.13608747,-123.2820646,2.86,3,2013-08-15,MFR,OR620,1269,1.591
17378,42.13903099,-123.2830428,2.86,3,2013-08-15,MFR,OR620,1196,1.664
17379,42.14197548,-123.2840222,2.86,3,2013-08-15,MFR,OR620,1128,1.732
17380,42.14492126,-123.2850034,2.86,3,2013-08-15,MFR,OR620,1016,1.844
17381,42.14786862,-123.2859865,2.86,3,2013-08-15,MFR,OR620,980,1.88
17382,42.15081787,-123.286972,2.86,3,2013-08-15,MFR,OR620,947,1.913
17383,42.15376922,-123.2879603,2.86,3,2013-08-15,MFR,OR620,834,2.026
17384,42.15672257,-123.288951,2.86,3,2013-08-15,MFR,OR620,826,2.034
17385,42.15967771,-123.289944,2.86,3,2013-08-15,MFR,OR620,863,1.997
17386,42.16263447,-123.2909389,2.86,3,2013-08-15,MFR,OR620,932,1.928
17387,42.16559263,-123.2919356,2.86,3,2013-08-15,MFR,OR620,880,1.98
17388,42.16855202,-123.2929338,2.86,3,2013-08-15,MFR,OR620,900,1.96
17389,42.17151243,-123.2939332,2.86,3,2013-08-15,MFR,OR620,881,1.979
17390,42.17447368,-123.2949336,2.86,3,2013-08-15,MFR,OR620,771,2.089
17391,42.17743557,-123.2959346,2.86,3,2013-08-15,MFR,OR620,719,2.141
17392,42.1803979,-123.2969361,2.86,3,2013-08-15,MFR,OR620,738,2.122
17393,42.18336049,-123.2979378,2.86,3,2013-08-15,MFR,OR620,805,2.055
17394,42.18632313,-123.2989393,2.86,3,2013-08-15,MFR,OR620,789,2.071
17395,42.18928565,-123.2999405,2.86,3,2013-08-15,MFR,OR620,709,2.151
17396,42.19224784,-123.3009412,2.86,3,2013-08-15,MFR,OR620,599,2.261
17397,42.1952095,-123.3019409,2.86,3,2013-08-15,MFR,OR620,546,2.314
17398,42.19817048,-123.3029396,2.86,3,2013-08-15,MFR,OR620,524,2.336
17399,42.20113072,-123.3039372,2.86,3,2013-08-15,MFR,OR620,481,2.379
17400,42.20409019,-123.3049336,2.86,3,2013-08-15,MFR,OR620,466,2.394
17401,42.20704885,-123.305929,2.86,3,2013-08-15,MFR,OR620,467,2.393
17402,42.21000668,-123.3069233,2.86,3,2013-08-15,MFR,OR620,472,2.388
17403,42.21296364,-123.3079166,2.86,3,2013-08-15,MFR,OR620,488,2.372
17404,42.21591971,-123.3089088,2.86,3,2013-08-15,MFR,OR620,495,2.365
17405,42.12643867,-123.2556926,2.59,5,2014-08-02,MFR,OR620,1195,1.395
17406,42.12939656,-123.2566792,2.59,5,2014-08-02,MFR,OR620,1238,1.352
17407,42.13235427,-123.2576658,2.59,5,2014-08-02,MFR,OR620,1171,1.419
17408,42.13531185,-123.2586524,2.59,5,2014-08-02,MFR,OR620,1106,1.484
17409,42.13826933,-123.259639,2.59,5,2014-08-02,MFR,OR620,1004,1.586
17410,42.14122673,-123.2606255,2.59,5,2014-08-02,MFR,OR620,890,1.7
17411,42.14418411,-123.2616119,2.59,5,2014-08-02,MFR,OR620,880,1.71
17412,42.14714149,-123.2625982,2.59,5,2014-08-02,MFR,OR620,818,1.772
17413,42.15009889,-123.2635844,2.59,5,2014-08-02,MFR,OR620,796,1.794
17414,42.15305632,-123.2645704,2.59,5,2014-08-02,MFR,OR620,740,1.85
17415,42.15601379,-123.2655563,2.59,5,2014-08-02,MFR,OR620,706,1.884
17416,42.15897133,-123.2665422,2.59,5,2014-08-02,MFR,OR620,679,1.911
17417,42.16192893,-123.267528,2.59,5,2014-08-02,MFR,OR620,638,1.952
17418,42.16488662,-123.2685136,2.59,5,2014-08-02,MFR,OR620,643,1.947
17419,42.11825189,-123.2899801,3.1,5,2017-08-26,MFR,OR621,1780,1.32
17420,42.12119883,-123.2909667,3.1,5,2017-08-26,MFR,OR621,1879,1.221
17421,42.12414665,-123.2919537,3.1,5,2017-08-26,MFR,OR621,1932,1.168
17422,42.13594993,-123.2959032,3.1,3,2017-08-26,MFR,OR620,1288,1.812
17423,42.13890457,-123.2968903,3.1,3,2017-08-26,MFR,OR620,1131,1.969
17424,42.14186101,-123.2978769,3.1,3,2017-08-26,MFR,OR620,1184,1.916
17425,42.14481916,-123.2988633,3.1,3,2017-08-26,MFR,OR620,1202,1.898
17426,42.14777889,-123.2998494,3.1,3,2017-08-26,MFR,OR620,1171,1.929
17427,42.15074006,-123.3008354,3.1,3,2017-08-26,MFR,OR620,1050,2.05
17428,42.15370253,-123.3018214,3.1,3,2017-08-26,MFR,OR620,1009,2.091
17429,42.15666617,-123.3028074,3.1,3,2017-08-26,MFR,OR620,1078,2.022
17430,42.15963084,-123.3037936,3.1,3,2017-08-26,MFR,OR620,1249,1.851
17431,42.16259639,-123.30478,3.13,3,2017-08-26,MFR,OR620,1270,1.86
17432,42.1655627,-123.3057667,3.13,3,2017-08-26,MFR,OR620,1093,2.037
17433,42.16852962,-123.3067538,3.13,3,2017-08-26,MFR,OR620,993,2.137
17434,42.17149703,-123.3077414,3.13,3,2017-08-26,MFR,OR620,851,2.279
17435,42.17446477,-123.3087297,3.13,3,2017-08-26,MFR,OR620,813,2.317
17436,42.17743272,-123.3097186,3.13,3,2017-08-26,MFR,OR620,810,2.32
17437,42.18040074,-123.3107083,3.13,5,2017-08-26,MFR,OR620,751,2.379
17438,42.18336868,-123.3116989,3.13,5,2017-08-26,MFR,OR620,632,2.498
17439,42.18633645,-123.3126905,3.13,5,2017-08-26,MFR,OR620,591,2.539
17440,42.18930405,-123.3136829,3.13,3,2017-08-26,MFR,OR620,583,2.547
17441,42.19227153,-123.3146763,3.13,3,2017-08-26,MFR,OR620,615,2.515
17442,42.19523891,-123.3156705,3.13,3,2017-08-26,MFR,OR620,646,2.484
17443,42.20710843,-123.3196552,2.83,5,2017-08-26,MFR,OR620,495,2.335
17444,42.210076,-123.3206531,2.83,5,2017-08-26,MFR,OR620,497,2.333
17445,42.21304373,-123.3216517,2.83,5,2017-08-26,MFR,OR620,511,2.319
17446,42.21601167,-123.3226508,2.44,5,2017-08-26,MFR,OR620,522,1.918
17447,42.21897984,-123.3236505,2.44,5,2017-08-26,MFR,OR620,554,1.886
17448,42.22194829,-123.3246507,2.44,5,2017-08-26,MFR,OR620,616,1.824
17449,42.22491706,-123.3256514,2.83,5,2017-08-26,MFR,OR620,716,2.114
17450,42.2278862,-123.3266525,2.83,5,2017-08-26,MFR,OR620,770,2.06
17451,42.2308557,-123.327654,2.83,5,2017-08-26,MFR,OR620,805,2.025
17452,42.2338254,-123.3286559,2.83,5,2017-08-26,MFR,OR620,745,2.085
17453,42.2367951,-123.3296579,2.83,5,2017-08-26,MFR,OR620,764,2.066
17454,42.2397646,-123.33066,2.83,5,2017-08-26,MFR,OR620,923,1.907
17455,42.24273369,-123.3316621,2.83,5,2017-08-26,MFR,OR620,1070,1.76
17456,42.24570218,-123.332664,2.83,5,2017-08-26,MFR,OR620,1143,1.687
17457,42.24866985,-123.3336658,2.83,5,2017-08-26,MFR,OR620,943,1.887
17458,42.25163652,-123.3346672,2.83,3,2017-08-26,MFR,OR620,827,2.003
17459,42.25460198,-123.3356682,2.83,3,2017-08-26,MFR,OR620,708,2.122
17460,42.25756602,-123.3366687,2.83,3,2017-08-26,MFR,OR620,817,2.013
17461,42.26052844,-123.3376686,2.83,3,2017-08-26,MFR,OR620,796,2.034
17462,42.26348905,-123.3386677,2.83,3,2017-08-26,MFR,OR620,736,2.094
17463,42.26644763,-123.3396659,2.83,3,2017-08-26,MFR,OR620,810,2.02
17464,42.269404,-123.3406633,2.26,3,2017-08-26,MFR,OR620,918,1.342
17465,42.27235794,-123.3416595,2.26,3,2017-08-26,MFR,OR620,999,1.261
17466,42.27530935,-123.3426547,2.26,3,2017-08-26,MFR,OR620,1060,1.2
17467,42.2782585,-123.3436487,2.83,3,2017-08-26,MFR,OR620,1175,1.655
17468,42.28120576,-123.3446414,2.83,3,2017-08-26,MFR,OR620,1325,1.505
17469,42.2841515,-123.345633,2.83,3,2017-08-26,MFR,OR620,1230,1.6
17470,42.28709607,-123.3466233,2.83,3,2017-08-26,MFR,OR620,1077,1.753
17471,42.29003986,-123.3476123,2.83,3,2017-08-26,MFR,OR620,887,1.943
17472,42.29298322,-123.3486001,2.83,3,2017-08-26,MFR,OR620,965,1.865
17473,42.12195826,-123.2664996,3.46,5,2018-08-29,MFR,OR621,1198,2.262
